 ঠিকা করা  |/ক্রিয়া পদ/ সাময়িক কাজ করা।
 ঠিকাদার  |/বিশেষ্য পদ/ যে নির্দিষ্ট চুক্তির কাজ করে।
 ঠিকাদারি  |/বিশেষ্য পদ/ চুক্তিবদ্ধ কাজ।
 ঠিকাদারী  |/বিশেষণ পদ/ ঠিকাদার সম্পর্কিত।
 ঠিকানা  |/বিশেষ্য পদ/ বাসস্থান, বাসস্থানের নির্দেশ-নামা চিঠিতে ঠিকানা., খোঁজ, দিশা পথের ঠিকানা.।
 ঠিকুজি, ঠিকুজী  |/বিশেষ্য পদ/ কোষ্ঠী-নামা, জন্ম-লগ্ন বিচার-পত্র।
 ঠুঁটো জগন্নাথ  |শক্তিমান, কিন্তু কাজে অক্ষম।
 ঠুং  |/অব্যয় পদ/ ঠুন এর মৃদুরূপ। ঠুং করে বেজে উঠল.।
 ঠুংঠুং  |/অব্যয় পদ/ ঠুং-এর ক্রমাগত আওয়াজ।
 ঠুংরি, ঠুংরী  |/বিশেষ্য পদ/ সঙ্গীতবিশেষ।
 ঠুকরান  |/ক্রিয়া পদ/ ঠোটের সাহায্যে খাদ্য গ্রহণ করা, ঠোকর দেয়া, ঠোঁটের সাহায্যে আঘাত করা।
 ড  |ব্যাঞ্জন বর্ণমালার ত্রয়োদশ বর্ণ।
 ডওর  |ডহর-এর কথ্যরূপ।
 ডক  |/বিশেষ্য পদ/ জাহাজের মাল খালাসের জায়গা, জাহাজ তৈরী ও মেরামতের জায়গা, পোতাশ্রয়।
 ডগ  |ডগা-র কত্যরূপ।
 ডগডগ  |/অব্যয় পদ/ ঔজ্জ্বল্য, প্রকাশক।
 ডগডগে  |/বিশেষণ পদ/ উজ্জ্বল, টকটকে।
 ডগমগ  |/বিশেষণ পদ/ আপ্লুত, বিভোর, ঢলঢল রসে ডগমগ.।
 ডগা  |/বিশেষ্য পদ/ লতাদির অগ্রভাগ, শীর্ষ।
 ডঙ্কা  |/বিশেষ্য পদ/ ঢাক, জয়ঢাক।
 ডঙ্কা দেয়া, ডঙ্কা মারা, ডঙ্কা পেটা  |/ক্রিয়া পদ/ সাড়ম্বরে প্রচার করা।
 ডজন  |/বিশেষ্য পদ/ সংখ্যাগত পরিমাণবিশেষ, বারোটায় এক ডজন.।
 ডন  |/বিশেষ্য পদ/ ডন-বৈঠক, ব্যায়ামের পদ্ধতিবিশেষ।
 ডবকা  |/বিশেষণ পদ/ সোমত্ত, নবযৌবনোচ্ছল।
 ডবডব  |/অব্যয় পদ/ অশ্রু পূর্ণতার লক্ষণ প্রকাশক।
 ডবডবানি  |/বিশেষ্য পদ/ গর্বপ্রকাশ, আস্ফালন, জাঁক দেখানো।
 ডবডবে  |/বিশেষণ পদ/ রসে-ভরা ডবডবে চোখ.।
 ডবল  |/বিশেষণ পদ/ দ্বিত্ব।
 ডবল-ডেকার  |/বিশেষ্য পদ/ দ্বিতল যুক্ত যান।
 ডমরু  |/বিশেষ্য পদ/ বাদ্যযন্ত্রবিশেষ।
 ডমরুধর  |মহাদেব, শিব।
 ডমরুমধ্য  |/বিশেষণ পদ/ ডুগডুগির মত কোমর যাহার এমন, ক্ষীণকটিযুক্ত।
 ডম্ফ  |/বিশেষ্য পদ/দর্প।
 ডম্বর  |/বিশেষ্য পদ/ সমারোহ, প্রাচুর্য, ঘটা।
 ডম্বরু, ডম্বুরু, ডম্বুর  |/বিশেষ্য পদ/ ডুগডুগি।
 ডর  |/বিশেষ্য পদ/ ভীতি, ত্রাস, শঙকা।
 ডরা  |/ক্রিয়া পদ/ কথ্য ও কাব্যে. ডরানো, ভয় পাওয়া বা করা।
 ডরান, ডরানো  |/ক্রিয়া পদ/ ভয় পাওয়া।
 ডলন  |/বিশেষ্য পদ/ মালিশ, মর্দন।
 ডলা  |/ক্রিয়া পদ/ মালিশ করা, মর্দন করা।
 ডলাই-মলাই  |/বিশেষ্য পদ/ মালিশ-মর্দন।
 ডলান, ডলানো  |/ক্রিয়া পদ/ টেপানো, মর্দন করানো।
 ডহর  |১. /বিশেষ্য পদ/ নিম্ন জলাভূমি, দহ, বিল। ২. /বিশেষণ পদ/ গভীর।
 ডাঁই  |/বিশেষ্য পদ/ পাঁজা, গাদা, স্তুপ, রাশি।
 ডাঁট  |/বিশেষ্য পদ/ বাঁট, হাতল।
 ডাঁটা  |/বিশেষ্য পদ/ সবজিবিশেষ; সরু কান্ড, খাড়া সজিনা.।
 ডাঁটি  |/বিশেষ্য পদ/ হাতল, বাঁট, মুষল।
 ডাঁট২  |/বিশেষ্য পদ/ ঠাট, দেমাক, গুমর।
 ডাঁট৩, ডাঁটো  |/বিশেষণ পদ/ ডাঁসা, শক্ত বেশী নহে, বেশী পাকা নহে ডাঁটো ফল, ডাঁটো ভাত, ডাঁটো লোক.।
 ডাঁশ  |/বিশেষ্য পদ/ পতঙ্গবিশেষ, বড় মশা।
 ডাঁশা, ডাঁসা  |/বিশেষণ পদ/ আধপাকা।
 ডাংগুলি, ডাঙ্গুলি  |/বিশেষ্য পদ/ ক্রীড়াবিশেষ।
 ডাইন, ডান, ডাহিন  |/বিশেষণ পদ/ দক্ষিণ।
 ডাইনহাত, ডানহাত, ডাহিনহাত  |/বিশেষ্য পদ/ নিকটতম সহচর। ডানহাত-বাঁহাত করা - লেনদেন করা। ডান হাতের ব্যাপার- আহার। ডাইনে আনতে বাঁয়ে কুলোয় না -আয়ের চেয়ে ব্যয় বেশী।
 ডাইন২, ডান২, ডাইনী  |/বিশেষ্য পদ/স্ত্রীলিঙ্গ. ডাকিনী, মায়াবিনী, রাক্ষুসী, জাদুকরী।
 ডাইস  |/বিশেষ্য পদ/ ধাতবদ্রব্য নির্মাণের ছাঁচ; পাশা খেলার ঘুঁটী।
 ডাক  |/বিশেষ্য পদ/ আহ্বান, সম্বোধন, বুলি, শব্দ চীৎকারহাঁকডাক., যশ নামডাক.। ডাকের সুন্দরী- বিখ্যাত সুন্দরী। একডাকে চেনা- সর্বজনপ্রসিদ্ধ।
 ডাক-পুরুষ  |/বিশেষ্য পদ/ খনার মত বিখ্যাত ব্যক্তি, ডাকতন্ত্রে সিদ্ধ পুরুষ।
 ডাকতে কালী  |- ডাকাতদের আরাধ্যা কালী।
 ডাকবাংলো  |/বিশেষ্য পদ/ অতিথিশালা, সরকারী পান্থ-সদন।
 ডাকবিভাগ  |/বিশেষ্য পদ/ যে বিভাগ পত্রাদি প্রেরণ ও বিতরণের কার্য সম্পন্ন করে।
 ডাকর  |/বিশেষণ পদ/ ডাগর, বৃহৎ।
 ডাকসাইটে  |/বিশেষণ পদ/ সুবিখ্যাত, কুখ্যাত।
 ডাকসু  |/বিশেষ্য পদ/ ঢাকা বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ - এর সংক্ষিপ্ত রূপ
 ডাকা  |১. /ক্রিয়া পদ/ সম্বোধন করা, আহ্বান করা, শব্দ করা। ২. /বিশেষ্য পদ/ উক্ত সকল অর্থে। ৩. /বিশেষণ পদ/ নিমন্ত্রিত, ধ্বনিত।
 ডাকাডাকি  |/বিশেষ্য পদ/ হাঁকডাক, সরব আহ্ববান।
 ডাকাত  |/বিশেষ্য পদ/ ডাকু, দসু্য, দুর্ধর্ষ ব্যক্তি।
 ডাকাত পড়া  |/ক্রিয়া পদ/ ডাকাতের হানা।
 ডাকাতি  |/বিশেষ্য পদ/ লুটতরাজ, দসু্যতা।
 ডাকাতী  |/বিশেষণ পদ/ ডাকাত বা ডাকাতিবিষায়ক।
 ডাকান, ডাকানো  |/ক্রিয়া পদ/ সম্বোধন করিয়া আনানো, শব্দ করানো।
 ডাকাবুকা, ডাকবুকো  |/বিশেষণ পদ/ নির্ভীক।
 ডাকিনী  |/বিশেষ্য পদ/ কালিকার অনুচরী, পিশাচী, ডাইনী।
 ডাকিয়া বলা  |/ক্রিয়া পদ/ দৃঢ় অভিমত প্রকাশ করা।
 ডাকু  |/বিশেষ্য পদ/ ডাকাত, লুন্ঠনকারী।
 ডাক্তার  |/বিশেষ্য পদ/ ইউরোপীয় পদ্ধতির চিকিৎসক, পান্ডিত্যের অভিজ্ঞানসূচক খেতাব।
 ডাক্তারখানা  |/বিশেষ্য পদ/ ডাক্তার বা ঔষধের দোকান।
 ডাক্তারি  |/বিশেষ্য পদ/ ডাক্তারের পেশা।
 ডাক্তারী  |/বিশেষণ পদ/ ডাক্তার-সম্পর্কিত।
 ডাক২  |/বিশেষ্য পদ/ চিঠি-পত্রাদি সংক্রান্ত তাবৎ ব্যাপার  ডাক-গাড়ী, ডাক ঘর, ডাক-খানা, ডাকপিয়ন, ডাকহরকরা, ডাক-টিকিট, ডাক মাশুল.।
 ডাক৩  |/বিশেষ্য পদ/ প্রবাদ, কিংবদন্তী ডাকের কথা.।
 ডাক৪  |/বিশেষ্য পদ/ পাখিবিশেষ, ডাহুক।
 ডাক৫  |/বিশেষ্য পদ/ সোলা-রাংতা-জরির গহনা, প্রতিমাদি সাজাইবার অলঙ্কার ডাকের সাজ.।
 ডাগর  |/বিশেষণ পদ/ বড়-সড় ডাগর মেয়ে., ড্যাবডেবে ডাগর চোখ., উৎকৃষ্ট।
 ডাঙ্গশ, ডাঙশ  |/বিশেষ্য পদ/ অঙ্কুশ।
 ডাঙ্গা, ডাঙা  |/বিশেষ্য পদ/ শুষ্ক উচ্চভূমি, নিবাস-ভূমি গোরবডাঙ্গা, কামারডাঙ্গা.।
 ডাঙ্গুলি, ডাংগুলি  |-/বিশেষ্য পদ/ এক ধরনের খেলা।
 ডানকুনি  |/বিশেষ্য পদ/ একপ্রকার ক্ষুদ্র মৎস্য; শাকবিশেষ।
 ডানপিটে  |/বিশেষণ পদ/ ডাকাবুকো, দুঃসাহসী।
 ডানা  |/বিশেষ্য পদ/ হাতা, মাছ বা পাখীর পাখনা। ডানাকাটা পরী - পরমা সুন্দরী।
 ঢ  |ব্যঞ্জনবর্ণমালার চতুর্দশ বর্ণ।
 ঢং  |/অব্যয় পদ/ পেটা ঘন্টার শব্দ।
 ঢংঢং  |ক্রমাগত ঢং শব্দ।
 ঢং২, ঢঙ, ঢঙ্গ  |/বিশেষ্য পদ/ আদল, আকৃতি, প্রকৃতি, নেকামো, তামাশা, ঠমক, ফ্যাসান। /বিশেষ্য পদ/ স্ত্রীলিঙ্গ. ঢঙী, ঢঙ্গী।
 ঢক  |/বিশেষ্য পদ/ চেহারা, ঢপ, আদল।
 ঢক্কা  |/বিশেষ্য পদ/ ঢাকা; বৃহদাকার বাদ্যযন্ত্র।
 ঢপ  |/বিশেষ্য পদ/ আদল, আকৃতি, প্রকৃতি, নেকামো, তামাশা, ঠমক, ফ্যাসান। /বিশেষ্য পদ/ স্ত্রীলিঙ্গ. ঢঙী, ঢঙ্গী।
 ঢপ২  |/বিশেষ্য পদ/ সঙ্গীতবিশেষ। গ্রাম্য ও অশ্লীল.।
 ঢল  |/বিশেষ্য পদ/ বরফ গলে নামা, জলের তোড়; নিম্নগামিতা, চড়াই-উৎরাই।
 ঢলঢল  |১. /অব্যয় পদ/ ঢিলা বা আলগা হওয়ার লক্ষণ প্রকাশক; লাবণ্যময়তার ভাব, প্রকাশক ২. /বিশেষণ পদ/ সৌন্দর্যতরঙ্গি, লাবণ্যচঞল; আবেশ-বিভোর। /দেশী/।
 ঢলঢলে  |/বিশেষণ পদ/ আলগা, তরল; লাবণ্যময়।
 ঢলা  |১. হেলে পড়া; পক্ষপাতী হওয়া; সম্মুখে জোঁকা।
 ঢলাঢলি  |/বিশেষ্য পদ/ কেলেঙ্কারি।
 ঢলান, ঢলানো  |১. /ক্রিয়া পদ/ কেলেঙ্কারি করা; হেলানো। ২. /বিশেষ্য পদ/ উক্ত অর্থে ব্যবহৃত।
 ঢলানে  |/বিশেষণ পদ/ যে কেলেঙ্কারি করে। /বিশেষণ পদ/ স্ত্রীলিঙ্গ. ঢলানী।
 ঢাউস  |/বিশেষণ পদ/ বৃহদাকার, খুব বড়।
 ঢাক  |/বিশেষ্য পদ/ ঢক্কা, চর্মাবৃত বৃহৎ বাদ্যযন্ত্রবিশেষ।
 ঢাক পেটা, ঢাকঢোল পেটা  |ঢাক বাজানো; ব্যঙ্গে. সর্বত্র প্রচার করা।
 ঢাকঢাক-গুড়গুড়  |/বিশেষ্য পদ/ গোপন রাখার প্রয়াস, ঢাকাঢাকি।
 ঢাকা  |১. /ক্রিয়া পদ/ আবৃত করা মাথা ঢাকা., ছাইয়া ফেলা ফুলে ঢাকা.; লাকানো, গোপন করা দোষ ঢাকা.। ২. /বিশেষ্য পদ/ ঢাকনা কলসীর ঢাকা.। ৩. /বিশেষণ পদ/ আবৃত, যাহা ঢাকা দেওয়া আছে, অপ্রকাশিত।
 ঢাকাই  |/বিশেষণ পদ/ ঢাকা-সম্বন্ধীয়; ঢাকা নামক অঞ্চলে প্রস্তুত।
 ঢাকা২  |/বিশেষ্য পদ/ বাংলাদেশের রাজধানী।
 ঢাকি, ঢাকী  |/বিশেষ্য পদ/ যে ঢাক বাজায়।
 ঢাকের দায়ে মনস বিকানো  |অনাবর্শক আড়ম্বর করতে গিয়ে আসল উদ্দেশ্য পন্ড করা।
 ঢাকের বাঁয়া  |অকেজো, অপ্রয়োজনীয়।
 ঢাল  |/বিশেষ্য পদ/ অস্ত্রাঘাত প্রতিরোধের জন্য চর্ম ইত্যাদির ফলক।
 ঢালা  |১. /ক্রিয়া পদ/ প্রবাহিত করা, তরল বা কঠিন পদার্থ একপাত্র হতে অন্য পাত্রে পতিত করা জল ঢালা.; ধাতু গলিয়ে পাতিত করা ছাঁচে ঢালা.। ২. /বিশেষ্য পদ/ উক্ত সকল অর্থে। ৩. বিণৎ যাহা ঢেলে দেয়া হয়েছে; ঢালাও, ঢালাই করণ; অবারিত।
 ঢালাই  |১. /বিশেষ্য পদ/ ছাঁচে ঢালার কাজ। ২. /বিশেষণ পদ/ ছাঁচে ঢেলে প্রস্তুত।
 ঢালাইকর  |/বিশেষ্য পদ/ যে ব্যক্তি ঢালাইয়ের কাজ করে।
 ঢালাইখানা  |/বিশেষ্য পদ/ ঢালাই কাজের কারখানা।
 ঢালাও  |/বিশেষণ পদ/ প্রশস্ত, বিস্তৃত ঢালাও বিছানা.; দেদার, প্রচুর ঢালাও খাবার জিনিস.; অবাধ ঢালাও হুকুম.।
 ঢালাঢালী  |/বিশেষ্য পদ/ বারবার পাত্র হতে পাত্রান্তরে ঢালা।
 ঢালী  |/বিশেষ্য পদ , বিশেষণ পদ/ ঢালধারী, উপাধিবিশেষ।
 ঢালু  |/বিশেষণ পদ/ গড়ানো, ক্রমনিম্ন, আনত।
 ঢাল২  |/বিশেষণ পদ/ গড়ানে, ক্রমনিম্ন, আনত।
 ঢি-ঢি  |১. /বিশেষ্য পদ/ সাধারণতঃ নিন্দার বা ধিক্কারের অর্থে. ব্যপক জানাজানি, চারিত্রিক রটনা বা প্রচার।
 ঢি-ঢিকার, ঢি-ঢিক্কার, ঢি-ঢিরব  |/বিশেষ্য পদ/ সর্বত্র প্রচার।
 ঢিকনো, ঢিকানো  |/ক্রিয়া পদ/ অনিচ্ছসহ. আস্তে আস্তে কাজ করা-সাধারনতঃ দ্বিরুক্ত।
 ঢিট  |/বিশেষণ পদ/ ধৃষ্ট, বেহায়া; শাযেস্তা, জব্দ, সংশোধিত।
 ঢিটপনা  |/বিশেষ্য পদ/ ধৃষ্টতা, বেহায়াপনা।
 ঢিপ  |/অব্যয় পদ/ জোরে পতনের শব্দ, হঠাৎ মাটিতে মাথা ঠেকিয়ে প্রণামের শব্দ। অনুকার শব্দ যথা- বুক ঢিপঢিপ করে.।
 ঢিপি, ঢিবি  |/বিশেষ্য পদ/ স্তূপ উইয়ের ঢিপি, জঞ্জালের ঢিপি.। /দেশী/।
 ঢিমেতেতালা  |/বিশেষ্য পদ/ সঙ্গীতের তালবিশেষ, বিলম্বিত লয়, দীর্ঘসূত্রীতা।
 ঢিমেতেতালায়  |/ক্রিয়া বিশেষণ পদ/ মন্থরগতিতে, আগ্রহ ছাড়া।
 ঢিল  |/বিশেষ্য পদ/ ইট পাথর মাটি ইত্যাদির টুকরা, লোষ্ট্র, ছোট ঢেলা।
 ঢিলেমি  |/বিশেষ্য পদ/ শৈথিল্য, আলস্য।
 ঢু, ঢুঁ  |/বিশেষ্য পদ/ মাথা বা শিং দিযে গুঁতা।
 ঢুঁড়া, ঢোঁড়া  |/ক্রিয়া পদ/ খোঁজা।
 ঢুকা, ঢুকান, ঢুকন  |১. /ক্রিয়া পদ/ প্রবিষ্ট করানো। ২. /বিশেষণ পদ/ প্রবেশিত।
 ঢুঢু, ঢুঁঢুঁ  |/অব্যয় পদ/ কিছুই নয় লেখা পড়ায় ঢুঢু, কাজের বেলায় ঢুঁঢুঁ.।
 ঢুল  |/বিশেষ্য পদ/ নেশা তন্দ্রা ইত্যাদির আবেশে মাথার দোলন।
 ঢুলঢুল, ঢুলঢুল করা  |/ক্রিয়া পদ/ নেশা তন্দ্রা ইত্যাদির আবেশ প্রকাশ করা।
 ঢুলঢুলে, ঢুলুঢুলু  |/বিশেষণ পদ/ নেশা তন্দ্রা বা আবেশের লক্ষণ যুক্ত।
 ঢুলনী, ঢুলুনী  |/বিশেষ্য পদ/ ঢুলের ভাব।
 ঢুলা, ঢুলান, ঢুলন  |/বিশেষণ পদ/ ঢলঢলে, আলগা।
 ঢুলী  |/বিশেষ্য পদ/ যে ঢোল বাজায়, ঢোল-বাদক, বাঙ্গালী সম্প্রদায়বিশেষ।
 ঢুস  |/বিশেষ্য পদ/ মাথায় গুঁতা।
 ঢুসাঢুসি  |/বিশেষ্য পদ/ পরষ্পর মাথা বা শিং দ্বারা আঘাতকরণ।
 ঢুসান, ঢুসানো  |১. /ক্রিয়া পদ/ মাথা বা শিং দ্বারা আঘাত করা। ২. /বিশেষ্য পদ/ উক্ত অর্র্থে।
 ঢেঁকি  |/বিশেষ্য পদ/ ধান ইত্যাদি শস্য ভানবার বা কুটবার পদচালিত যন্ত্রবিশেষ; ব্যঙ্গে. ধাড়ী ঢেঁকি হওয়া., গুণহীন বুদ্ধির ঢেঁকি.। ঢেঁকি স্বর্গে গেলেও ধান ভানে- মন্দ অদৃষ্টের পরিবর্তন হয়না।
 ঢেঁকির কচকচি  |নীরস বাদানুবাদ বা তর্কতির্ক।
 ঢেঁকিশাল  |/বিশেষ্য পদ/ ঢেঁকি ঘর।
 ঢেঁকুর, ঢেকুর  |/বিশেষ্য পদ/ মুখ দিয়ে উদরস্থ বায়ুর উদ্গার, হিক্কা।
 ঢেঁঙ্গা, ঢেঙা, ঢ্যাঙা  |/বিশেষণ পদ/ লম্বা।
 ঢেঁটা  |ঠেঁটা-র আঞ্চলিকরূপ।
 ঢেঁড়স, ঢ্যাঁড়স  |/বিশেষ্য পদ/ আনাজ বা সবজি।
 ঢেঁড়া, ঢেঁটরা, ঢেঁড়ি  |/বিশেষ্য পদ/ ঢাক-জাতীয় বাদ্যযন্ত্র, ঢাকঢোল বাজিয়ে ঘোষণা।
 ঢেঁড়ি২  |/বিশেষ্য পদ/ কানের ভারী গহনাবিশেষ ঢেঁড়ি ঝুমকা.; আফিম গাছের ফল, পোস্ত ফল।
 ঢেউ  |/বিশেষ্য পদ/ তরঙ্গ, ঊর্মী, লহরী।
 ঢেউখেলান, ঢেউখেলানো, ঢেউতোলা  |/বিশেষণ পদ/ তরঙ্গায়িত, ঢেউয়ের মত উঁচুনীচু জমি.।
 ণ  |বাংলা ভাষার বা বাংলা বর্ণমালার, পঞ্চদশ ব্যঞ্জনবর্ণ।
 ণ ফলা  |/বিশেষ্য পদ/ ব্যাকরণ. অন্য বর্ণের সাথে 'ণ' এর যোগ।
 ণত্ববিধান, ণত্ববিধি  |/বিশেষ্য পদ/ ব্যাকরণ. দন্ত্য ন মূর্ধণ্য ণ তে পরিণত হবার বিধি বা নিয়ম।
 ণিজন্ত  |/বিশেষণ পদ/ ণিচ্‌-প্রত্যয়যুক্ত।
 ণিজন্ত ধাতু  |যে ধাতুর উত্তর ণিচ্‌ প্রত্যয় হয়েছে।
 ত  |বাংলা ভাষা বা বাংলা বর্নমালার ষোড়শ ব্যঞ্জনবর্ণ।
 ত-খরচ  |/বিশেষ্য পদ/ আনুষঙ্গিক বাজে খরচ।
 তঁহি, তহিঁ  |/অব্যয় পদ/ তাহা, তাহাতে, তাহার উপর তা, তাতে, তার উপর.; সেখানে; সে।
 তই  |/বিশেষ্য পদ/ অগভীর কড়াই, আঙটা বিহীন কড়াই।
 তইখন  |/অব্যয় পদ/ ততক্ষণে, তখন। /ব্রজ/।
 তক  |/অব্যয় পদ/ পর্যন্ত, অবধি কাঁহাতক, আজতক.।
 তকত-তাউস, তক্ত-তাউস, তকত-তাউস  |/বিশেষ্য পদ/ ময়ূর সিংহাসন।
 তকতকে  |/বিশেষণ পদ/ পরিষ্কার, ঝকঝকে, নির্মল, উজ্জ্বল।
 তকদির  |/বিশেষ্য পদ/ অদৃষ্ট, ভাগ্য। /আরবি/।
 তকমা  |/বিশেষ্য পদ/ চাপরাস; পদক; মেডেল।
 তকরার  |/বিশেষ্য পদ/ বচসা, তর্কাতর্কি, বাদানুবাদ। /আরবি/।
 তকরারী  |/বিশেষণ পদ/ ঝগড়াটে; বিচারাধীন; বিবাদী।
 তকলি  |/বিশেষ্য পদ/সূতা কাটার উপকরণবিশেষ, টাকু বা টেকো।
 তকলিফ  |/বিশেষ্য পদ/ কষ্ট। /আরবি/।
 তক্ক  |তর্ক-র কথ্যরূপ।
 তক্ত  |তখত-র কথ্যরূপ।
 তক্তপোশ, তক্তাপোশ  |/বিশেষ্য পদ/ বড় চৌকি।
 তক্তা  |/বিশেষ্য পদ/ কাষ্ঠফলক। /র্ফা‌সি/।
 তক্তানামা  |/বিশেষ্য পদ/ শোভাযাত্রায় ব্যবহৃত মনুষ্যবাহিত যানবিশেষ, পাল্‌কিবিশেষ। /র্ফা‌সি/।
 তক্তি  |/বিশেষ্য পদ/ ছোট তক্তা; চারকোণা ফলক আকারে প্রস্তুত মিষ্টান্ন; চারকোণা ফলক আকারের কণ্ঠাভরণবিশেষ।
 তক্র  |/বিশেষ্য পদ/ ঘোল।
 তক্রপিন্ড  |/বিশেষ্য পদ/ ছানা।
 তক্ষক  |/বিশেষ্য পদ/ যে তক্ষণ করে, ছুতার; সর্পবিশেষ, বাসুকির ভ্রাতা যে রাজা পরীক্ষিৎকে দংশন করেছিলেন; গিরগিটি+জাতীয় বিষধর প্রাণী।
 তক্ষণ  |/বিশেষ্য পদ/ ছুতারের বা সূত্রধরের কাজ, অস্ত্র দ্বারা কাঠ পাথর ইত্যাদি কুঁদে বস্তু নির্মাণ, খোদাই করার কাজ।
 তক্ষণী  |/বিশেষ্য পদ/ স্ত্রীলিঙ্গ. যা দ্বারা চাঁচাছোলা যায়, রেঁদা, বাইশ।
 তক্ষযজ্ঞ  |/বিশেষ্য পদ/ সতীর পিতা দক্ষ কর্তৃক অনুষ্ঠিত যজ্ঞ; হট্টগোল, বিশৃঙ্খল ব্যাপার।
 তক্ষশিলা  |/বিশেষ্য পদ/ উত্তর-পশ্চিম ভারতের অন্তর্গত অন্যতম প্রসিদ্ধ প্রাচীন নগর এবং শিক্ষাকেন্দ্র।
 তক্ষুণি  |তক্ষণি-র আঞ্চলিক রূপ।
 তখতনামা  |তক্তানামা-র রূপভেদ।
 তখন  |১. /অব্যয় পদ , ক্রিয়া বিশেষণ পদ/ সে সময়ে তখন রাত., সেকালে তখন ঢাকায় এত গাড়ী ছিলনা.। ২. /সমুচ্চয়ী অব্যয়/ সে অবস্থায়, তা হলে  মা আগে আসুক তখন বলব.; তাই, ফলে; তার পর, অবশেষে। ৩. /বিশেষ্য পদ/ সেই সময়।
 তখনই, তখনি  |/অব্যয় পদ/ সেই মুহূর্তেই।
 তখনকার  |/বিশেষণ পদ/ সে সময়ের, সে যুগের।
 তখমা  |তকমা-র রূপভেদ।
 তগর  |/বিশেষ্য পদ/ টগরগাছ ও তার ফুল।
 তগির  |/বিশেষ্য পদ/ বদল; কর্মচু্যতি।
 তঙ্ক  |/বিশেষ্য পদ/ পাথর-কাটা বাটালি।
 তঙ্কন  |/বিশেষ্য পদ/ দুঃখে জীবণ-ধারণ।
 তঙ্কা  |/বিশেষ্য/ টাকা, রৌপ্যমুদ্রা।
 তচনচ, তছনছ  |/অব্যয় পদ/ বিপর্যস্ত, নষ্ট, বিধ্বস্ত।/র্ফা‌সি/।
 তছরুপ, তছরূপ  |তসরূপ দ্রষ্টব্য।
 তছু  |/সর্বনাম পদ/ তাঁহার। /ক্রজ/।
 তজ্জনিত  |/অব্যয় পদ/ তা হতে উৎপন্ন।
 তজ্জন্যে  |/অব্যয় পদ/ সে হেতু, সে কারণে।
 তজ্জাত  |/বিশেষণ পদ/ তা হতে জাত বা উৎপন্ন। /তৎ+জাত/।
 তঞ্চক  |/বিশেষণ পদ/ যে ঠকায়, বঞ্চক, ঠগ। /তঞ্চ্‌+অক/। /বিশেষ্য পদ/ তঞ্চকতা।
 তঞ্চন  |/বিশেষ্য পদ/ সঙ্কোচন, ঘন; তরল পদার্থের পিন্ডাকারে পরিণতি দুধ হতে দধি বা ছানা.।
 তট  |/বিশেষ্য পদ/ তীর, কূল নদীতট.; স্থান, ক্ষেত্র, কটিতট, তটভূমি.; সানুদেশ, পর্বতের উপরিস্থ সমতল ভূমি গিরিতট.।
 তটস্থ  |/বিশেষণ পদ/ ত্রস্ত, শশব্যস্ত, বিচলিত, উৎকন্ঠিত।
 তটস্থ লক্ষণ  |দর্শনে. ঈশ্বরের সৃষ্টিরূপ বাহ্য লক্ষণ।
 তটস্থা শক্তি  |দর্শনে. ভগবানের জীব-সৃষ্টিকারী শক্তি, জীব-শক্তি।
 তটস্থ২  |/বিশেষণ পদ/ তীরস্থ, সমীপস্থ উদাসীন, পক্ষপাতশূন্য। /তট+স্থা+অ/। /বিশেষণ পদ/ স্ত্রীলিঙ্গ. তটস্থা।
 তটিনী  |/বিশেষ্য পদ/ নদী। /তট+ইন্‌+ঈ/।
 তত  |/বিশেষণ পদ/ বিস্তৃত, ব্যাপ্ত; তন্ত্র বা তার যুক্ত।
 ততঃ  |/ক্রিয়া বিশেষণ পদ/ অতঃপর, তারপর।
 ততক্ষণ  |/ক্রিয়া বিশেষণ পদ/ সে পর্যন্ত সময়ের মধ্যে।
 ততযন্ত্র  |/বিশেষ্য পদ/ বীণাদি বাদ্যযন্ত্র। /তন্‌+ত/।
 ততহি, ততহিঁ  |/ক্রিয়া বিশেষণ পদ/ ব্রজ. তাহাতে।
 ততেক  |/বিশেষণ পদ/ তৎপরিমিত, তত।
 ততোধিক  |/বিশেষণ পদ/ তার চেয়ে বেশী, তার অতিরিক্ত।
 তত্তাবৎ  |/বিশেষণ পদ/ সে সমস্ত।
 তত্তুল্য  |/বিশেষণ পদ/ তার তুল্য, তার ন্যায়, সে প্রকার। /তৎ+তুল্য/।
 তত্ত্ব  |/বিশেষ্য পদ/ তদবিষয়ক জ্ঞান, বিজ্ঞান পুরাতত্ত্ব, ভূ-তত্ত্ব, নৃ-তত্ত্ব.; ঔশ্বরিক বা পারমার্থিক জ্ঞান তত্ত্বকথা.; প্রধান বিষয় মূল তত্ত্ব.; ব্রহ্ম তত্ত্বজ্ঞান, পরমতত্ত্ব.; সত্য, যথার্থ্য, তথ্য; স্বরূপ; সংবাদ, খোঁজ তত্ত্ব লওয়া.; উপঢৌকন বিয়ের তত্ত্ব.। /তদপরবর্তী শব্দ : তত্ত্ব করাপূর্ববর্তী শব্দ : তত্তুল্য
 তত্ত্ব করা  |/ক্রিয়া পদ/ খোঁজ নেয়া; উপঢৌকন পাঠানো।
